timestamp	asset_composition	asset_amounts	total_portfolio_value	pnl	return	apr	net_gain_vs_hold	capital_used_in_trading	total_capital_locked	lp_fees_earned	trading_fees_paid	gas_fees_paid	max_drawdown	max_gain	impermanent_loss	asset_exposure	rebalancing_actions	notes
1747872000	cbBTC,USDC	0.04622396,5186.99	10505.74	505.74	5.057391	21.70	276.566504	10350.21	10350.21	155.529393	0.000000	5.000000	7.033089	6.457067	-0.025100	0.00	1	
1747958400	cbBTC,USDC	0.04622396,5186.99	10311.50	311.50	3.115011	21.70	289.450362	10145.70	10145.70	165.800954	0.000000	5.000000	7.033089	6.457067	-0.000242	0.00	1	
1748044800	cbBTC,USDC	0.04622396,5186.99	10342.46	342.46	3.424604	21.70	294.510890	10171.27	10171.27	171.188127	0.000000	5.000000	7.033089	6.457067	-0.001139	0.00	1	
1748131200	cbBTC,USDC	0.04622396,5186.99	10406.50	406.50	4.065007	21.70	302.154687	10226.96	10226.96	179.543217	0.000000	5.000000	7.033089	6.457067	-0.005332	0.00	1	
1748217600	cbBTC,USDC	0.04622396,5186.99	10431.87	431.87	4.318722	21.70	308.031881	10246.21	10246.21	185.666280	0.000000	5.000000	7.033089	6.457067	-0.007482	0.00	1	
1748304000	cbBTC,USDC	0.04622396,5186.99	10420.19	420.19	4.201885	21.70	315.632137	10227.17	10227.17	193.023320	0.000000	5.000000	7.033089	6.457067	-0.005354	0.00	1	
1748390400	cbBTC,USDC	0.04622396,5186.99	10369.46	369.46	3.694621	21.70	322.456622	10170.34	10170.34	199.121951	0.000000	5.000000	7.033089	6.457067	-0.001094	0.00	1	
1748476800	cbBTC,USDC	0.04622396,5186.99	10283.01	283.01	2.830065	21.70	338.565400	10069.07	10069.07	213.937150	0.000000	5.000000	7.033089	6.457067	-0.001561	0.00	1	
1748563200	cbBTC,USDC	0.04622396,5186.99	10221.71	221.71	2.217110	21.70	351.761885	9995.52	9995.52	226.194114	0.000000	5.000000	7.033089	6.457067	-0.008681	0.00	1	
1748649600	cbBTC,USDC	0.04622396,5186.99	10257.15	257.15	2.571488	21.70	356.086138	10026.24	10026.24	230.910783	0.000000	5.000000	7.033089	6.457067	-0.004993	0.00	1	
1748736000	cbBTC,USDC	0.04622396,5186.99	10307.77	307.77	3.077652	21.70	358.994058	10073.34	10073.34	234.420420	0.000000	5.000000	7.033089	6.457067	-0.001326	0.00	1	
1748822400	cbBTC,USDC	0.04622396,5186.99	10324.15	324.15	3.241516	21.70	364.692045	10083.90	10083.90	240.253213	0.000000	5.000000	7.033089	6.457067	-0.000828	0.00	1	
1748908800	cbBTC,USDC	0.04622396,5186.99	10307.13	307.13	3.071316	21.70	369.634586	10062.21	10062.21	244.918755	0.000000	5.000000	7.033089	6.457067	-0.001978	0.00	1	
1748995200	cbBTC,USDC	0.04622396,5186.99	10278.75	278.75	2.787543	21.70	373.510845	10030.37	10030.37	248.388219	0.000000	5.000000	7.033089	6.457067	-0.004576	0.00	1	
1749081600	cbBTC,USDC	0.04622396,5186.99	10142.87	142.87	1.428667	21.70	386.032734	9883.83	9883.83	259.038313	0.000000	5.000000	7.033089	6.457067	-0.031062	0.00	1	
1749168000	cbBTC,USDC	0.04622396,5186.99	10280.10	280.10	2.800987	21.70	391.013380	10014.41	10014.41	265.686961	0.000000	5.000000	7.033089	6.457067	-0.006290	0.00	1	
1749254400	cbBTC,USDC	0.04622396,5186.99	10339.77	339.77	3.397710	21.70	393.247797	10071.13	10071.13	268.645807	0.000000	5.000000	7.033089	6.457067	-0.001445	0.00	1	
1749340800	cbBTC,USDC	0.04622396,5186.99	10347.47	347.47	3.474660	21.70	395.563242	10076.44	10076.44	271.029101	0.000000	5.000000	7.033089	6.457067	-0.001168	0.00	1	
1749427200	cbBTC,USDC	0.04622396,5186.99	10564.63	564.63	5.646267	21.70	401.821893	10284.68	10284.68	279.947727	0.000000	5.000000	7.033089	6.457067	-0.012832	0.00	1	
1749513600	cbBTC,USDC	0.04622396,5186.99	10572.94	572.94	5.729393	21.70	410.495132	10284.32	10284.32	288.616417	0.000000	5.000000	7.033089	6.457067	-0.012776	0.00	1	
1749600000	cbBTC,USDC	0.04622396,5186.99	10506.05	506.05	5.060530	21.70	418.467992	10210.41	10210.41	295.645125	0.000000	5.000000	7.033089	6.457067	-0.003769	0.00	1	
1749686400	cbBTC,USDC	0.04622396,5186.99	10381.49	381.49	3.814949	21.70	430.337520	10075.70	10075.70	305.793978	0.000000	5.000000	7.033089	6.457067	-0.001205	0.00	1	
1749772800	cbBTC,USDC	0.04622396,5186.99	10419.45	419.45	4.194518	21.70	452.458602	10091.34	10091.34	328.114787	0.000000	5.000000	7.033089	6.457067	-0.000548	0.00	1	
1749859200	cbBTC,USDC	0.04622396,5186.99	10396.19	396.19	3.961854	21.70	457.548975	10063.34	10063.34	332.847514	0.000000	5.000000	7.033089	6.457067	-0.001906	0.00	1	
1749945600	cbBTC,USDC	0.04622396,5186.99	10404.72	404.72	4.047150	21.70	462.202276	10067.17	10067.17	337.549704	0.000000	5.000000	7.033089	6.457067	-0.001672	0.00	1	
1750032000	cbBTC,USDC	0.04622396,5186.99	10472.71	472.71	4.727064	21.70	472.381911	10124.25	10124.25	348.458484	0.000000	5.000000	7.033089	6.457067	-0.000000	0.00	1	
1750118400	cbBTC,USDC	0.04622396,5186.99	10386.16	386.16	3.861639	21.70	488.056290	10023.32	10023.32	362.843665	0.000000	5.000000	7.033089	6.457067	-0.005299	0.00	1	
1750204800	cbBTC,USDC	0.04622396,5186.99	10412.09	412.09	4.120903	21.70	502.505808	10034.65	10034.65	377.437933	0.000000	5.000000	7.033089	6.457067	-0.004163	0.00	1	
1750291200	cbBTC,USDC	0.04622396,5186.99	10411.68	411.68	4.116759	21.70	508.961797	10027.87	10027.87	383.807271	0.000000	5.000000	7.033089	6.457067	-0.004826	0.00	1	
1750377600	cbBTC,USDC	0.04622396,5186.99	10359.97	359.97	3.599674	21.70	523.087972	9962.86	9962.86	397.103114	0.000000	5.000000	7.033089	6.457067	-0.013750	0.00	1	
1750464000	cbBTC,USDC	0.04622396,5186.99	10316.06	316.06	3.160557	21.70	533.984190	9908.75	9908.75	407.308073	0.000000	5.000000	7.033089	6.457067	-0.024819	0.00	1	
1750550400	cbBTC,USDC	0.04622396,5186.99	10291.99	291.99	2.919911	21.70	564.682505	9854.68	9854.68	437.315699	0.000000	5.000000	7.033089	6.457067	-0.039302	0.00	1	
1750636800	cbBTC,USDC	0.04622396,5186.99	10525.19	525.19	5.251857	21.70	590.863374	10059.08	10059.08	466.107502	0.000000	5.000000	7.033089	6.457067	-0.002185	0.00	1	
1750723200	cbBTC,USDC	0.04622396,5186.99	10570.67	570.67	5.706659	21.70	604.378335	10090.64	10090.64	480.025620	0.000000	5.000000	7.033089	6.457067	-0.000572	0.00	1	
1750809600	cbBTC,USDC	0.04622396,5186.99	10641.26	641.26	6.412646	21.70	613.900042	10150.95	10150.95	490.317653	0.000000	5.000000	7.033089	6.457067	-0.000372	0.00	1	
1750896000	cbBTC,USDC	0.04622396,5186.99	10630.98	630.98	6.309782	21.70	622.761382	10132.04	10132.04	498.937494	0.000000	5.000000	7.033089	6.457067	-0.000034	0.00	1	
1750982400	cbBTC,USDC	0.04622396,5186.99	10642.13	642.13	6.421254	21.70	629.962039	10135.94	10135.94	506.187926	0.000000	5.000000	7.033089	6.457067	-0.000074	0.00	1	
1751068800	cbBTC,USDC	0.04622396,5186.99	10658.00	658.00	6.579953	21.70	631.036691	10150.55	10150.55	507.449182	0.000000	5.000000	7.140279	6.579953	-0.000361	0.00	1	
1751155200	cbBTC,USDC	0.04622396,5186.99	10708.99	708.99	7.089902	21.70	634.180948	10197.79	10197.79	511.196949	0.000000	5.000000	7.582465	7.089902	-0.002757	0.00	1	
1751241600	cbBTC,USDC	0.04622396,5186.99	10657.78	657.78	6.577844	21.70	641.221211	10140.28	10140.28	517.502591	0.000000	5.000000	7.582465	7.089902	-0.000137	0.00	1	
1751328000	cbBTC,USDC	0.04622396,5186.99	10597.04	597.04	5.970447	21.70	649.871626	10071.77	10071.77	525.277832	0.000000	5.000000	7.582465	7.089902	-0.001410	0.00	1	
1751414400	cbBTC,USDC	0.04622396,5186.99	10752.56	752.56	7.525646	21.70	656.925385	10218.36	10218.36	534.204101	0.000000	5.000000	7.956985	7.525646	-0.004487	0.00	1	
1751500800	cbBTC,USDC	0.04622396,5186.99	10798.95	798.95	7.989497	21.70	666.552351	10254.66	10254.66	544.294675	0.000000	5.000000	8.352340	7.989497	-0.008537	0.00	1	
1751587200	cbBTC,USDC	0.04622396,5186.99	10730.89	730.89	7.308890	21.70	673.080015	10181.01	10181.01	549.881602	0.000000	5.000000	8.352340	7.989497	-0.001652	0.00	1	
1751673600	cbBTC,USDC	0.04622396,5186.99	10740.96	740.96	7.409639	21.70	674.501622	10189.55	10189.55	551.412349	0.000000	5.000000	8.352340	7.989497	-0.002180	0.00	1	
1751760000	cbBTC,USDC	0.04622396,5186.99	10793.17	793.17	7.931717	21.70	678.436917	10237.22	10237.22	555.956474	0.000000	5.000000	8.352340	7.989497	-0.006434	0.00	1	
1751846400	cbBTC,USDC	0.04622396,5186.99	10753.67	753.67	7.536732	21.70	685.217062	10191.52	10191.52	562.152935	0.000000	5.000000	8.352340	7.989497	-0.002311	0.00	1	
1751932800	cbBTC,USDC	0.04622396,5186.99	10790.76	790.76	7.907574	21.70	690.051522	10223.36	10223.36	567.394141	0.000000	5.000000	8.352340	7.989497	-0.004970	0.00	1	
1752019200	cbBTC,USDC	0.04622396,5186.99	10909.11	909.11	9.091135	21.70	697.370248	10333.00	10333.00	576.113311	0.000000	5.000000	9.277828	9.091135	-0.021500	0.00	1	
1752105600	cbBTC,USDC	0.04622396,5186.99	11143.29	1143.29	11.432893	21.70	712.890736	10548.90	10548.90	594.391562	0.000000	5.000000	11.184351	11.432893	-0.085172	0.00	1	End
